name,white,black,api,native,multiple,hispanic
AJAY,0.009046257889662377,0.0027721576427959726,0.0943442501458217,0.1836210062431142,0.08204895166685601,0.001448295946130521
AJIT,0.00735633688578785,0.0,0.10388797480030154,0.0,0.0,0.0032753769858644088
AKBAR,0.01728864215168888,0.0,0.06879212701364593,0.0,0.0,0.0
AKIKO,0.009742948366946802,0.012922519473341226,0.08886593892656022,0.0,0.0,0.006751287256577659
AL,0.026406355474918892,0.04635900550337265,0.011596425208655677,0.10263943425897153,0.0,0.012121122995307744
ALAIN,0.023819668779770563,0.04490895381329476,0.0105167580340567,0.0,0.11108165764128199,0.03128319243641925
ALAINA,0.03377698344742027,0.007762041399828724,0.0024259188367532565,0.0,0.0,0.0040552286491654585
ALAN,0.03303741970999526,0.004520749386713432,0.00639802770132727,0.009416461858621241,0.007573749384632861,0.003342221414147356
ALANA,0.030357840951209015,0.036251292251947335,0.0017461283934872343,0.0,0.0,0.011653211997327115
ALANE,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALANNA,0.03438078186106677,0.0,0.0025192234073976127,0.17797112912794144,0.0,0.0
ALASTAIR,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALBA,0.00600582919135958,0.0,0.0011729717452433328,0.0,0.0,0.18337654825621827
ALBERT,0.026827942532967927,0.031815840023473776,0.010063564405212685,0.019774569903104604,0.020196665025687635,0.02123424671788287
ALBERTA,0.022465588313663916,0.11630267526007104,0.0030257339337526885,0.0,0.0,0.016889358879491306
ALBERTO,0.003976494878038794,0.0018765374812772738,0.00909053102563583,0.028249385575863723,0.0,0.18117068212288104
ALDEN,0.02820703240082325,0.011216576308543705,0.0140356732697867,0.0,0.0,0.01758008463841509
ALDO,0.013476494770855642,0.0,0.0046785577565955664,0.0,0.0,0.1309482350062934
ALEC,0.03212279016032956,0.007804689978948662,0.011009939336034011,0.0,0.0,0.0
ALECIA,0.0280998492504718,0.0718628558170956,0.0,0.2118703918189779,0.0,0.005013332121221034
ALEJANDRA,0.003122602446905576,0.0,0.004371985595906968,0.0,0.0,0.19603242667778958
ALEJANDRO,0.002479503544796876,0.0005117829494392565,0.003732182825774241,0.0,0.0,0.20082294403806747
ALEKSANDAR,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALEKSANDER,0.03464516696526701,0.0,0.0,0.0,0.38247434392395957,0.0
ALEKSANDR,0.03514892777191883,0.0,0.0014395562327986359,0.0,0.0,0.0012031997090930482
ALEKSANDRA,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALEKSEY,0.03438078186106677,0.0,0.00502511759041746,0.0,0.0,0.0
ALEN,0.032269273799143204,0.0,0.00859734972365852,0.0,0.0,0.007196916778463974
ALENA,0.03080086463932834,0.036763075201386594,0.004598582410328976,0.0,0.0,0.0038324138882223015
ALENE,0.031118841318704307,0.027508333532360037,0.0043053394740181425,0.0,0.4077201752060691,0.0
ALESHA,0.028782248641042698,0.0710951813929367,0.0,0.0,0.0,0.0061942503542197665
ALESIA,0.021872508215052558,0.1392476108265977,0.0,0.0,0.0,0.013636263369721213
ALESSANDRA,0.03257653216348403,0.0,0.0,0.0,0.0,0.019652261915186455
ALESSANDRO,0.031844113969415784,0.009254741669026555,0.005798212604327838,0.0,0.0,0.009692442101027331
ALETA,0.03208348967186736,0.034801240561869444,0.0,0.0,0.0,0.004545421123240405
ALEX,0.023012222380456308,0.013391653843660544,0.01730133324233916,0.02071621608896673,0.036606455359058834,0.04224567867482258
ALEXA,0.033894884912806865,0.010918036254704139,0.0,0.0,0.0,0.005704057880144821
ALEXANDER,0.02912880749384572,0.0117710078371029,0.008837275762458291,0.012241400416207611,0.03408187223084788,0.019340321249866035
ALEXANDR,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALEXANDRA,0.030554343393520002,0.005075180915272627,0.002639186426797499,0.018832923717242482,0.05049166256421909,0.023863460897012124
ALEXANDRE,0.02992196280644645,0.010662144779984511,0.00499845914166193,0.0,0.0,0.02228147609431571
ALEXANDRIA,0.03028995828931976,0.009254741669026555,0.005798212604327838,0.10263943425897153,0.0,0.016956203307774254
ALEXANDRU,0.03342327905126048,0.0,0.0,0.0,0.0,0.01437155208083363
ALEXEI,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALEXEY,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALEXIA,0.031025949255066382,0.04490895381329476,0.0035055860113522336,0.0,0.0,0.0
ALEXIS,0.027746144854312014,0.021708126772048465,0.003838816620796362,0.0,0.027770414410320497,0.031550570149551045
ALF,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALFONSO,0.004669612583644837,0.016803540173255586,0.006078126316260907,0.0,0.026508122846215017,0.17428570600973747
ALFRED,0.027092327637168172,0.03859696410354393,0.0062514062331718535,0.0075331694868969925,0.020196665025687635,0.022704824140107705
ALFREDA,0.008167356056780487,0.30463880065371746,0.003812158172040832,0.0,0.0,0.006372502162974292
ALFREDO,0.0038478750976170544,0.003113346275755477,0.010476770360923406,0.0,0.0,0.17967782322456186
ALI,0.025995486731905,0.01825359186333348,0.025925341414753212,0.09133968002862604,0.07321291071811767,0.004344887838391563
ALIA,0.026199134717572754,0.01420197684693937,0.022219817037734495,0.0,0.0,0.014861744554908575
ALICE,0.02863219223055067,0.026825956266441027,0.01087664709225636,0.019774569903104604,0.03913103848726979,0.01089564181012038
ALICIA,0.023819668779770563,0.025290607418123258,0.003638878255129885,0.011299754230345488,0.021458956589793108,0.054322238717941694
ALICJA,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALIDA,0.026270590151140385,0.012538682261261784,0.0,0.0,0.0,0.05242831324992486
ALINA,0.02607766048050778,0.00934003882726643,0.004865166897884278,0.0,0.0,0.047169884891666354
ALINE,0.02895016890992664,0.044098630810015936,0.009197164820657952,0.0,0.0,0.0038324138882223015
ALIREZA,0.03328036818412521,0.0,0.007304414959015301,0.0,0.0,0.003052562224921252
ALISA,0.03097235767989066,0.03155994854875415,0.005131751385439582,0.0,0.0,0.004612265551523351
ALISHA,0.030361413722887396,0.044055982230896,0.000626473545754962,0.04425737073551983,0.05932770351295742,0.007330605635029868
ALISON,0.03440221849113706,0.005459018127352069,0.002092688227309128,0.0,0.00883604094873834,0.001737955135356625
ALISSA,0.034134260615258434,0.007634095662468909,0.001186300969621098,0.04237407836379558,0.0,0.002985717796638305
ALISTAIR,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALIX,0.027038736061992447,0.05761823039103629,0.0035988905819965894,0.0,0.3408187223084788,0.012031997090930481
ALIZA,0.02923241787251879,0.038767558420023676,0.0,0.2853187943162236,0.0,0.013502574513155318
ALKA,0.005955810387862236,0.0,0.10738023158727601,0.2617776396696705,0.0,0.0
ALL OTHER FIRST NAMES,0.018371191970238523,0.0492164603044085,0.037481778950275595,0.037665847434484964,0.03786874692316431,0.018337654825621826
ALLA,0.035445467821224506,0.0,0.0,0.0,0.0,0.001760236611450941
ALLAN,0.03152256451836143,0.00806058145366829,0.009943601385812798,0.008474815672759116,0.03408187223084788,0.004612265551523351
ALLEN,0.031711921417315665,0.019191860603972117,0.006904538227682345,0.0047082309293106205,0.05932770351295742,0.0023395549899031492
ALLENE,0.025355960601474683,0.09630049165282009,0.00859734972365852,0.0,0.0,0.0
ALLISON,0.03407709626840433,0.008188527191028104,0.002559211080530908,0.0,0.021458956589793108,0.0013814515178475738
ALLYN,0.032594396021875936,0.014969651271098252,0.0,0.0,0.0,0.011720056425610062
ALLYSON,0.03432719028589105,0.013391653843660544,0.0010396795014656814,0.0,0.0,0.0
ALMA,0.011286385732007683,0.03070697696635539,0.006757916759526929,0.0,0.0,0.1250882067934884
ALOK,0.007938698669364062,0.011856304995342775,0.09626365845621988,0.2617776396696705,0.0,0.0
ALON,0.032480067328167724,0.012922519473341226,0.00807750997292568,0.0,0.0,0.0
ALONSO,0.004901842742739645,0.008359121507507856,0.0026125279780419685,0.0,0.0,0.18348795563668985
ALONZO,0.012351071692165419,0.18953028560900467,0.003292318421307991,0.0,0.0,0.04126529372667269
ALPHONSE,0.029893380633019398,0.060944819562391464,0.0,0.0,0.0,0.004545421123240405
ALPHONSO,0.0051054907284074,0.3274984390620042,0.002385931163619961,0.0,0.0,0.015908973931341417
ALTA,0.03268728808551386,0.02720979347852047,0.002839124792463976,0.0,0.0,0.0
ALTAGRACIA,0.0024937946315104027,0.0,0.0031057092800192794,0.0,0.0,0.20209298817544347
ALTHEA,0.014848439095354203,0.21601505324248615,0.006931196676437876,0.0,0.0,0.005793183784522084
ALTON,0.02644565596338109,0.09404011695946338,0.0031456969531525746,0.0743900486831078,0.0,0.001760236611450941
ALVA,0.019121474022698676,0.06606264905678404,0.007504353324681778,0.0,0.0,0.05648354189909032
ALVARO,0.004465964597977082,0.0,0.0004931813019773104,0.0,0.0,0.19413850120977275
ALVIN,0.022276231414709687,0.08960466473098982,0.017021419530406093,0.0,0.0,0.008622931248500179
ALYCE,0.03225855548410806,0.02900103380155787,0.0012929347646432193,0.0,0.0,0.004322606362297247
ALYCIA,0.031526137290039814,0.03343648603003142,0.0,0.0,0.0,0.008734338628971756
ALYSE,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALYSIA,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
ALYSON,0.03443080066456411,0.006610529763590396,0.001386239335287575,0.0,0.0,0.0023172735138088335
ALYSSA,0.03283377172432751,0.0013221059527180792,0.003732182825774241,0.0,0.03913103848726979,0.010405449336045435
AMADO,0.001675629917161001,0.0,0.03540241994734423,0.0,0.0,0.1531851481484205
